timestamp,project_name,num_variants,prioritization_rows,review_queue_rows,shortlist_rows,feedback_rows,handoff_bundle_count
2026-03-15T06:13:09.316658+00:00,project,4,3,2,1,1,1
2026-03-15T06:13:09.689086+00:00,project,4,3,2,1,1,1
2026-03-15T06:13:14.788534+00:00,project,4,3,2,1,1,1
2026-03-15T06:13:15.143917+00:00,project,4,3,2,1,1,1
2026-03-15T06:13:37.884867+00:00,project,4,3,2,1,1,1
2026-03-15T06:13:38.474455+00:00,project,4,3,2,1,1,1
2026-03-15T06:15:09.618554+00:00,project,4,3,2,1,1,1
2026-03-15T06:15:09.677452+00:00,project,4,3,2,1,1,1
