timestamp,project_name,num_variants,prioritization_rows,review_queue_rows,shortlist_rows,feedback_rows,handoff_bundle_count
2026-03-15T06:13:09.354363+00:00,project,4,3,0,0,0,0
2026-03-15T06:13:09.735919+00:00,project,4,3,0,0,0,0
2026-03-15T06:13:14.821604+00:00,project,4,3,0,0,0,0
2026-03-15T06:13:15.182825+00:00,project,4,3,0,0,0,0
2026-03-15T06:13:38.621935+00:00,project,4,3,0,0,0,0
2026-03-15T06:15:09.704764+00:00,project,4,3,0,0,0,0
2026-03-15T06:15:09.766914+00:00,project,4,3,0,0,0,0
