timestamp,project_name,num_variants,prioritization_rows,review_queue_rows,shortlist_rows,feedback_rows,handoff_bundle_count
2026-03-15T06:13:09.388463+00:00,project,3,2,0,0,0,0
2026-03-15T06:13:09.791516+00:00,project,3,2,0,0,0,0
2026-03-15T06:13:14.851167+00:00,project,3,2,0,0,0,0
2026-03-15T06:13:15.221621+00:00,project,3,2,0,0,0,0
2026-03-15T06:13:38.733167+00:00,project,3,2,0,0,0,0
2026-03-15T06:15:09.789057+00:00,project,3,2,0,0,0,0
2026-03-15T06:15:09.857280+00:00,project,3,2,0,0,0,0
